threshold,accuracy,precision,recall,specificity,f1,f2,roc_auc,true_positive,false_positive,true_negative,false_negative
0.66,0.8958333333333334,0.9523809523809523,0.8333333333333334,0.9583333333333334,0.8888888888888888,0.8547008547008547,0.9513888888888888,20.0,1.0,23.0,4.0
0.67,0.8958333333333334,0.9523809523809523,0.8333333333333334,0.9583333333333334,0.8888888888888888,0.8547008547008547,0.9513888888888888,20.0,1.0,23.0,4.0
0.68,0.8958333333333334,0.9523809523809523,0.8333333333333334,0.9583333333333334,0.8888888888888888,0.8547008547008547,0.9513888888888888,20.0,1.0,23.0,4.0
0.69,0.8958333333333334,0.9523809523809523,0.8333333333333334,0.9583333333333334,0.8888888888888888,0.8547008547008547,0.9513888888888888,20.0,1.0,23.0,4.0
0.7,0.8958333333333334,0.9523809523809523,0.8333333333333334,0.9583333333333334,0.8888888888888888,0.8547008547008547,0.9513888888888888,20.0,1.0,23.0,4.0
0.71,0.8958333333333334,0.9523809523809523,0.8333333333333334,0.9583333333333334,0.8888888888888888,0.8547008547008547,0.9513888888888888,20.0,1.0,23.0,4.0
0.72,0.8958333333333334,0.9523809523809523,0.8333333333333334,0.9583333333333334,0.8888888888888888,0.8547008547008547,0.9513888888888888,20.0,1.0,23.0,4.0
0.73,0.8958333333333334,0.9523809523809523,0.8333333333333334,0.9583333333333334,0.8888888888888888,0.8547008547008547,0.9513888888888888,20.0,1.0,23.0,4.0
0.74,0.8958333333333334,0.9523809523809523,0.8333333333333334,0.9583333333333334,0.8888888888888888,0.8547008547008547,0.9513888888888888,20.0,1.0,23.0,4.0
0.75,0.875,0.95,0.7916666666666666,0.9583333333333334,0.8636363636363636,0.8189655172413793,0.9513888888888888,19.0,1.0,23.0,5.0
0.76,0.875,0.95,0.7916666666666666,0.9583333333333334,0.8636363636363636,0.8189655172413793,0.9513888888888888,19.0,1.0,23.0,5.0
0.77,0.8333333333333334,0.9444444444444444,0.7083333333333334,0.9583333333333334,0.8095238095238095,0.7456140350877193,0.9513888888888888,17.0,1.0,23.0,7.0
0.78,0.8333333333333334,0.9444444444444444,0.7083333333333334,0.9583333333333334,0.8095238095238095,0.7456140350877193,0.9513888888888888,17.0,1.0,23.0,7.0
0.79,0.8333333333333334,0.9444444444444444,0.7083333333333334,0.9583333333333334,0.8095238095238095,0.7456140350877193,0.9513888888888888,17.0,1.0,23.0,7.0
0.8,0.8333333333333334,0.9444444444444444,0.7083333333333334,0.9583333333333334,0.8095238095238095,0.7456140350877193,0.9513888888888888,17.0,1.0,23.0,7.0
0.81,0.8125,0.9411764705882353,0.6666666666666666,0.9583333333333334,0.7804878048780488,0.7079646017699115,0.9513888888888888,16.0,1.0,23.0,8.0
0.82,0.8125,0.9411764705882353,0.6666666666666666,0.9583333333333334,0.7804878048780488,0.7079646017699115,0.9513888888888888,16.0,1.0,23.0,8.0
0.83,0.8125,0.9411764705882353,0.6666666666666666,0.9583333333333334,0.7804878048780488,0.7079646017699115,0.9513888888888888,16.0,1.0,23.0,8.0
0.84,0.8125,0.9411764705882353,0.6666666666666666,0.9583333333333334,0.7804878048780488,0.7079646017699115,0.9513888888888888,16.0,1.0,23.0,8.0
0.85,0.8125,0.9411764705882353,0.6666666666666666,0.9583333333333334,0.7804878048780488,0.7079646017699115,0.9513888888888888,16.0,1.0,23.0,8.0
0.86,0.8125,0.9411764705882353,0.6666666666666666,0.9583333333333334,0.7804878048780488,0.7079646017699115,0.9513888888888888,16.0,1.0,23.0,8.0
0.87,0.7916666666666666,0.9375,0.625,0.9583333333333334,0.75,0.6696428571428571,0.9513888888888888,15.0,1.0,23.0,9.0
0.88,0.7708333333333334,0.9333333333333333,0.5833333333333334,0.9583333333333334,0.717948717948718,0.6306306306306306,0.9513888888888888,14.0,1.0,23.0,10.0
0.89,0.7708333333333334,0.9333333333333333,0.5833333333333334,0.9583333333333334,0.717948717948718,0.6306306306306306,0.9513888888888888,14.0,1.0,23.0,10.0
0.9,0.75,0.9285714285714286,0.5416666666666666,0.9583333333333334,0.6842105263157895,0.5909090909090909,0.9513888888888888,13.0,1.0,23.0,11.0
0.91,0.75,0.9285714285714286,0.5416666666666666,0.9583333333333334,0.6842105263157895,0.5909090909090909,0.9513888888888888,13.0,1.0,23.0,11.0
0.92,0.7291666666666666,0.9230769230769231,0.5,0.9583333333333334,0.6486486486486487,0.5504587155963303,0.9513888888888888,12.0,1.0,23.0,12.0
0.93,0.6875,0.9090909090909091,0.4166666666666667,0.9583333333333334,0.5714285714285714,0.4672897196261682,0.9513888888888888,10.0,1.0,23.0,14.0
0.94,0.6666666666666666,0.9,0.375,0.9583333333333334,0.5294117647058824,0.42452830188679247,0.9513888888888888,9.0,1.0,23.0,15.0
0.95,0.6458333333333334,0.8888888888888888,0.3333333333333333,0.9583333333333334,0.48484848484848486,0.38095238095238093,0.9513888888888888,8.0,1.0,23.0,16.0
